index,song,year,artist,genre,lyrics,word_count
158131,my-elusive-dreams,1970,bobby-vinton,Pop,you followed me to texas you followed me to utah we didnt find it there so we moved on you followed me to alabama things looked good in burmingham we didnt find it there so we moved on i know your tired of following my elusive dreams and scheems for there only fleeting things my elusive dreams you had my child in memphus i heard of work in nashville we didnt find it there so we moved on to farm in nebraska to a gold mine in alaska we didnt find it there so we moved on and now weve left alaska because there was no gold mine but this time only two of us move on now all we have is each other and a little memory to cling to and still you wont let me go on alone i know your tired of following my elusive dreams and scheems for there only fleeting things my elusive dreams for there only fleeting things my elusive dreams,167
90488,knife-edge,1970,emerson-lake-palmer,Rock,just a step cried the sad man take a look down at the madman theater kings on silver wings fly beyond reason from the flight of the seagull come the spread claws of the eagle only fear breaks the silence as we all kneel pray for guidance tread the road cross the abyss take a look down at the madness on the streets of the city only specters still have pity patient queues for the gallows sing the praises of the hallowed our machines feed the furnace if they take us they will burn us will you still know who you are when you come to who you are,109
90487,lucky-man,1970,emerson-lake-palmer,Rock,he had white horses and ladies by the score all dressed in satin and waiting by the door ooh what a lucky man he was ooh what a lucky man he was white lace and feathers they made up his bed a gold covered mattress on which he was led ooh what a lucky man he was ooh what a lucky man he was he went to fight wars for his country and his king of his honor and his glory the people would sing ooh what a lucky man he was ooh what a lucky man he was a bullet had found him his blood ran as he cried no money could save him so he laid down and he died ooh what a lucky man he was ooh what a lucky man he was,136
90485,take-a-pebble,1970,emerson-lake-palmer,Rock,just take a pebble and cast it to the sea then watch the ripples that unfold into me my face spill so gently into your eyes disturbing the waters of our lives shread of our memories are lying on your grass wounded words of laughter are graveyards of the past photographs are grey and torn scattered in your fields letters of your memries are not real sadness on your shoulders like a wornout overcoat in pockets creased and tattered hang the rags of your hope the daybreak is your midnight the colours have all died disturbing the waters of our lives of our lives of our lives lives lives lives of our lives,113
157076,hey-jude,1970,count-basie,Jazz,hey jude dont make it bad take a sad song and make it better remember to let her into your heart then you can start to make it better hey jude dont be afraid you were made to go out and get her the minute you let her under your skin then you begin to make it better and anytime you feel the pain hey jude refrain dont carry the world upon your shoulders for well you know that its a fool who plays it cool by making his world a little colder hey jude dont let me down you have found her now go and get her remember to let her into your heart then you can start to make it better so let it out and let it in hey jude begin youre waiting for someone to perform with and dont you know that its just you hey jude youll do the movement you need is on your shoulder hey jude dont make it bad take a sad song and make it better remember to let her under your skin then youll begin to make it better better better better better better oh na na na nananana nannana hey jude,202
13107,all-things-must-pass,1970,george-harrison,Rock,sunrise doesnt last all morning a cloudburst doesnt last all day seems my love is up and has left you with no warning but its not always going to be this grey all things must pass all things must pass away sunset doesnt last all evening a mind can blow those clouds away after all this my love is up and must be leaving it has not always been this grey all things must pass all things must pass away all things must pass none of lifes strings can last so i must be on my way and face another day now the darkness only stays at nighttime in the morning it will fade away daylight is good at arriving at the right time its not always going to be this grey all things must pass all things must pass away all things must pass all things must pass away,150
13108,isn-t-it-a-pity,1970,george-harrison,Rock,isnt it a pity now isnt it a shame how we break each others hearts and cause each other pain how we take each others love without thinking anymore forgetting to give back isnt it a pity some things take so long but how do i explain not too many people can see were all the same and because of all the tears their eyes cant hope to see the beauty that surrounds them isnt it a pity isnt it a pity isnt is a shame how we break each others hearts and cause each other pain how we take each others love without thinking anymore forgetting to give back isnt it a pity forgetting to give back isnt it a pity forgetting to give back now isnt it a pity,131
13110,if-not-for-you,1970,george-harrison,Rock,if not for you babe i couldnt even find the door i couldnt even see the floor id be sad and blue if not for you if not for you babe the night would see me wide awake the day would surely have to break it would not be new if not for you if not for you my sky would fall rain would gather too without your love id be nowhere at all id be lost if not for you if not for you the winter would hold no spring couldnt hear a robin sing i just wouldnt have a clue if not for you if not for you my sky would fall rain would gather too without your love id be nowhere at all id be lost if not for you if not for you the winter would hold no spring couldnt hear a robin sing i just wouldnt have a clue if not for you if not for you,162
13111,apple-scruffs,1970,george-harrison,Rock,now ive watched you sitting there seen the passersby all stare like you have no place to go but theres so much they dont know about apple scruffs youve been stood around for years seen my smiles and touched my tears how its been a long long time and how youve been on my mind my apple scruffs apple scruffs apple scruffs how i love you how i love you in the fog and in the rain through the pleasures and the pain on the step outside you stand with your flowers in your hand my apple scruffs while the years they come and go now your love must surely show me that beyond all time and space were together face to face my apple scruffs apple scruffs apple scruffs how i love you how i love you,138
278070,little-green-bag,1970,george-baker-selection,Rock,lookin back on the track for a little green bag got to find just the kind or im losin my mind out of sight in the night out of sight in the day lookin back on the track gonna do it my way out of sight in the night out of sight in the day lookin back on the track gonna do it my way lookin back lookin for some happiness but there is only loneliness to find jump to the left turn to the right lookin upstairs lookin behind yeah lookin for some happiness but there is only loneliness to find jump to the left turn to the right lookin upstairs lookin behind lookin back on the track for a little green bag got to find just the kind or im losin my mind out of sight in the night out of sight in the day lookin back on the track gonna do it my way lookin back on the track for a little little green bag got to find just the kind or im losin my mind alright lookin for some happiness but there is only loneliness to find jump to the left turn to the right lookin upstairs lookin behind pa pa pa pa pa pa,209
13114,wah-wah,1970,george-harrison,Rock,wahwah youve given me a wahwah and im thinking of you and all the things that we used to do wahwah wahwah wahwah you made me such a big star being there at the right time cheaper than a dime wahwah youve given me your wahwah wahwah oh you dont see me crying oh you dont hear me sighing wahwah i dont need no wahwah and i know how sweet life can be if i keep myself free wahwah i dont need no wahwah oh you dont see me crying hey baby you dont hear me sighing oh no no no no wahwah now i dont need no wahwahs and i know how sweet life can be if i keep myself free of wahwah i dont need no wahwah wahwah wahwah wahwah wahwah wahwah wahwah wahwah wahwah,137
13115,isn-t-it-a-pity-version-two,1970,george-harrison,Rock,isnt it a pity now isnt it a shame how we break each others hearts and cause each other pain how we take each others love without thinking anymore forgetting to give back isnt it a pity some things take so long but how do i explain not too many people can see were all the same and because of all the tears their eyes cant hope to see the beauty that surrounds them isnt it a pity isnt it a pity isnt is a shame how we break each others hearts and cause each other pain how we take each others love without thinking anymore forgetting to give back isnt it a pity forgetting to give back isnt it a pity forgetting to give back now isnt it a pity,131
13116,i-dig-love,1970,george-harrison,Rock,i dig love i dig love i dig love hm i dig love in the morning i dig love in the evening i dig love and i want you to know i dig love i love dig i love dig i love dig hm i love dig in the morning i love dig every evening i dig love and i want you to know i dig love small love big love i dont care loves all good love to me left love right love anywhere love theres a rare love come on and get it its free i dig love i dig love i dig love hm i dig love in the morning i dig love in the evening i dig love and i want you to know i dig love bought love short love in any port loves always there to see make love take love but you should give love and try to live love come on thats where you should be i dig love i dig love i dig love hm i dig love in the morning i dig love in the evening i dig love and i want you to know i dig love yes i want you to know i dig love yes i want you to know i dig love to know i dig love yes i do i dig love,227
24674,fairies-wear-boots,1970,black-sabbath,Rock,goin home late last night suddenly i got a fright yeah i looked through a window and surprised what i saw a fairy with boots and dancin with a dwarf all right now yeah fairies wear boots and you gotta believe me yeah i saw it i saw it i tell you no lies yeah fairies wear boots and you gotta believe me i saw it i saw it with my own two eyes oh all right now yeah fairies wear boots and you gotta believe me yeah i saw it i saw it i tell you no lies yeah fairies wear boots and you gotta believe me i saw it i saw it with my own two eyes all right now so i went to the doctor see what he could give me he said son son youve gone too far cause smokin and trippin is all that you do,151
13117,awaiting-on-you-all,1970,george-harrison,Rock,you dont need no love in you dont need no bed pan you dont need a horoscope or a microscope the see the mess that youre in if you open up your heart you will know what i mean weve been polluted so long now heres a way for you to get clean by chanting the names of the lord and youll be free the lord is awaiting on you all to awaken and see chanting the names of the lord and youll be free the lord is awaiting on you all to awaken and see you dont need no passport and you dont need no visas you dont need to designate or to emigrate before you can see jesus if you open up your heart youll see hes right there always was and will be hell relieve you of your cares by chanting the names of the lord and youll be free the lord is awaiting on you all to awaken and see chanting the names of the lord and youll be free the lord is awaiting on you all to awaken and see you dont need no church house and you dont need no temple you dont need no rosary beads or them books to read to see that you have fallen if you open up your heart you will know what i mean weve been kept down so long someones thinking that were all green and while the pope owns fifty one percent of general motors and the stock exchange is the only thing hes qualified to quote us the lord is awaiting on you all to awaken and see by chanting the names of the lord and youll be free,284
13120,hear-me-lord,1970,george-harrison,Rock,hear me lord forgive me lord please those years when i ignored you hmm forgive them lord those that feel they cant afford you hmm help me lord please to rise above this dealing hmm help me lord please to love you with more feeling hmm at both ends of the road to the left and the right above and below us out and in theres no place that youre not in oh wont you hear me lord hear me lord hear me lord hear me lord hear me lord at both ends of the road to the left and the right above and below us out and in theres no place that youre not in oh wont you hear me lord help me lord please to rise a little higher hmm help me lord please to burn out this desire hmm hear me lord please hear me lord please oh wont you please please hear me lord oh hear me lord hear me lord oh wont you please please hear me lord my lord my lord my lord hear me lord now wont you please hear me lord my lord my lord my lord wont you please  hear me lord oh hear me lord hear me lord hear me lord,212
13121,ballad-of-sir-frankie-crisp-let-it-roll,1970,george-harrison,Rock,let it roll across the bog through the hole and out the door through the fountain of perpetual let it roll for all its worth frankie crisp he had no legs lose your body in the maze see the door to the northern bounty feast let it roll among the weeds let it roll let it roll out through the caves through the walks and through the shade through the good one may he rest awhile hanging chiefs and matching time let it roll let it roll let it roll let it roll let it roll fools illusions every word john and paul they sweep the stern eyes are shining but a river lies let it roll into the night let it roll let it roll let it roll let it roll,132
13124,art-of-dying,1970,george-harrison,Rock,therell come a time when all of us must leave here then nothing sister mary can do will keep me here with you as nothing in this life that ive been trying could equal or surpass the art of dying do you believe me therell come a time when all your hopes are fading when things that seemed so very plain become an awful pain searching for the truth among the lying and answered when youve learned the art of dying but youre still with me but if you want it then you must find it but when you have it therell be no need for it therell come a time when most of us return here brought back by our desire to be a perfect entity living through a million years of crying until youve realized the art of dying do you believe me,145
13125,i-d-have-you-anytime,1970,george-harrison,Rock,let me in here i know ive been here let me into your heart let me know you let me show you let me roll it to you all i have is yours all you see is mine and im glad to hold you in my arms id have you anytime let me say it let me play it let me lay it on you let me know you let me show you let me grow upon you all i have is yours all you see is mine and im glad to hold you in my arms id have you anytime,101
13126,my-sweet-lord,1970,george-harrison,Rock,my sweet lord hm my lord hm my lord i really want to see you really want to be with you really want to see you lord but it takes so long my lord my sweet lord hm my lord hm my lord i really want to know you really want to go with you really want to show you lord that it wont take long my lord hallelujah my sweet lord hallelujah hm my lord hallelujah my sweet lord hallelujah i really want to see you really want to see you really want to see you lord really want to see you lord but it takes so long my lord hallelujah my sweet lord hallelujah hm my lord hallelujah my my my lord hallelujah i really want to know you hallelujah really want to go with you hallelujah really want to show you lord aaah that it wont take long my lord hallelujah hmm hallelujah my sweet lord hallelujah my my lord hallelujah hm my lord hare krishna my my my lord hare krishna oh hm my sweet lord krishna krishna ohuuhuh hare hare now i really want to see you hare rama really want to be with you hare rama really want to see you lord aaah but it takes so long my lord hallelujah hm my lord hallelujah my my my lord hare krishna my sweet lord hare krishna my sweet lord krishna krishna my lord hare hare hm hm gurur brahma hm hm gurur vishnu hm hm gurur devo hm hm maheshwara my sweet lord gurur sakshaat my sweet lord parabrahma my my my lord tasmayi shree my my my my lord guruve namah my sweet lord hare rama hare krishna my sweet lord hare krishna my sweet lord krishna krishna my lord hare hare,299
103690,drowned-in-wine,1970,family,Rock,after the turn you finally learn to play along your feelings are blind so you dont really mind if its right or wrong fall in line no they wont let it stand on the back of their hand wont take a cave in the mine you see what theyve done the ends just begun to filter in the end is in sight and the thought of a fight now its faltering yours and mine they wont let it stand on the back of their hand wont take a cave in the mine i could cry help but id much sooner fend for myself dont wanna feel that im drowned in wine hate every thought of having to fall in line just want to grow just want to grow and share whats yours and mine as sure as i see theyre looking at me with glasses on and as sure as i feel i know theyre for real and the gas is on well im drowned in wine no they wont let it stand no no dont wanna feel that im drowned in wine hate every thought of having to fall in line just want to grow grow and share whats yours and mine after the turn youve finally learned to play along your feelings are blind and you dont really mind if its right or wrong im drowned drowned in wine no they wont let it stand no they wont let it stand i said they wont let it stand no,251
91828,all-right-now,1970,the-free,Rock,there she stood in the street smiling from her head to her feet i said hey what is this now baby maybe shes in need of a kiss i said hey whats your name baby maybe we can see things the same now dont you wait or hesitate lets move before they raise the parking rate all right now baby its all right now all right now baby its all right now i took her home to my place watching every move on her face she said look whats your game baby are you tryin to put me in shame i said slow dont go so fast dont you think that love can last she said love lord above now youre tryin to trick me in love all right now baby its all right now all right now baby its all right now yeah its all right now oh yeah let me tell you all about now took her home to my place watching every move on her face she said look whats your game are you tryin to put me in shame babyi said slow dont go so fast dont you think that love can last she said love lord above now hes tryin to trick me in love all right now baby its all right now all right now baby its all right now all right now baby its all right now all right now babybabybaby its all right now all right now baby its all right now all right now baby its all right now all right now baby its all right now we are so happy together its alrightits alrightits alright everything alright all right now baby its all right now,285
91827,fire-and-water,1970,the-free,Rock,every single day i got a heartache comin my way i dont want to say goodbye baby but look at the tears in my eye i dont want to say goodbye mama but look at the way you made me cry every way thats nice you show youve got a heart thats made of ice and i know fire and water must have made you their daughter youve got what it takes to make a poor mans heart break a poor mans heart break baby you turn me on but as quick as a flash your love is gone baby im gonna leave you now but im gonna try to make you grieve somehow fire and water must have made you their daughter youve got what it takes to make a poor mans heart break a poor mans heart break and my heart is breakin too i dont want to say goodbye baby but look at the tears you made me cry every way thats nice you show youve got a heart thats made of ice and i know fire and water must have made you their daughter youve got what it takes to make a poor mans heart break fire fire and water must have made you their daughter baby youve got what it takes to make a poor mans heart break heart break baby and my heart is breakin oh my heart is breakin oh listen,238
13119,let-it-down,1970,george-harrison,Rock,though you sit in another chair i can feel you here looking like i dont care but i do i do hiding it all behind anything i see should someone be looking at me while i occupy my mind i can feel you here love to us is so well timed and i do i do wasting away these moments so heavenly should someone be looking at me let it down let it all down let your hair hang all around me let it down let it down let your love flow and astound me while you look so sweetly and divine i can feel you here i see your eyes are busy kissing mine and i do i do wondering what it is theyre expecting to see should someone be looking at me let it down let it all down let your hair hang all around me let it down let it down let your love flow and astound me let it down let it down ooh repeat and fade,171
24673,electric-funeral,1970,black-sabbath,Rock,reflex in the sky warn you youre gonna die storm coming youd better hide from the atomic tide flashes in the sky turns houses into sties turns people into clay radiation minds decay robot minds of robot slaves lead them to atomic rage plastic flowers melting sun fading moon falls upon dying world of radiation victims of mad frustration burning globe of oxyn fire like electric funeral pyre buildings crashing down to a cracking ground rivers turn to wood ice melting to flood earth lies in death bed clouds cry water dead tearing life away heres the burning pay electric funeral electric funeral electric funeral electric funeral,107
66986,i-just-can-t-help-believin,1970,elvis-presley,Rock,i just cant help believin when she smiles up soft and gentle with a trace of misty morning and the promise of tomorrow in her eyes i just cant help believin when shes lying close beside me and my heart beats with the rhythm of her sighs this time the girl is gonna stay this time the girl is gonna stay for more than just a day oh i just cant help believin when she slips her hand in my hand and it feels so small and helpless as my fingers fold around it like a glove i just cant help believin when shes whispering her magic and her tears are shining honey sweet with love this time the girl is gonna stay this time the girl is gonna stay for more than just a day for more than just a day,142
230716,you-re-still-my-woman,1970,b-b-king,Rock,when i come home in the morning and i knock on the door i dont get that gladtoseeyou welcome the gladtoseeyou welcome any more oh but to me its just like it used to be baby because you are still my woman you know a change have come and i guess ill blame it on fate the thing that once was love it now seems to turn to hate oh i guess its too late for me now baby but you are still my woman you know i tried to be the man you wanted me to be but whatever i do baby it seems to add to your misery oh you can do what you want to baby but you are still my woman you know im still hoping and praying that someday ill find someone to love me so i can have love and peace of mind oh i still love you like i did before baby because you are still my woman your friends are all telling you that im a no good soandso they say that love and affection have now turned to a heart a heart thats old and cold its the same old story same old story thats so often told you are still my woman,212
238801,fire-and-rain,1970,blood-sweat-tears,Rock,just yesterday mornin they let me know you were gone suzanne the plans they made put an end to you i walked out this morning and i wrote down this song i just cant remember who to send it to ive seen fire and ive seen rain ive seen sunny days that i thought would never end ive seen lonely times when i could not find a friend but i always thought that id see you again wont you look down upon me jesus youve got to help me make a stand youve just got to see me through another day my bodys aching and my time is at hand i wont make it any other way ive seen fire and ive seen rain ive seen sunny days that i thought would never end ive seen lonely times when i could not find a friend but i always thought that id see you again been walking my mind to an easy time my back turned towards the sun lord knows when the cold wind blows itll turn your head around well theres hours of time on the telephone line to talk about things to come sweet dreams and flying machines in pieces on the ground ive seen fire and ive seen rain ive seen sunny days that i thought would never end ive seen lonely times when i could not find a friend but i always thought that id see you baby one more time again now thought id see you one more time again theres just a few things coming my way this time around now thought id see you thought id see you fire and rain now na na na na na na na na na na na na na na na na na na na na na ive seen fire and ive seen rain ive seen sunny days that i thought would never end ive seen lonely times when i could not find a friend but i always thought that id see you baby one more time again now thought id see you one more time again theres just a few things coming my way this time around now thought id see you thought id see you fire and rain now,374
238797,the-battle,1970,blood-sweat-tears,Rock,while the king and queen lie sleeping and their daughters smile so nice brothers wait through windows and the peasants die for rice and here im standing naked laughing madly at the sun though i wanted to sleep late today the battles just begun oh the devil in all his wisdom the father in all his grace the servants sons are washed in blood and the man has run his race a moving target looms behind the street where soldiers stood siren screams out desperately like only humans could and standing on my balcony i watch the battle run yes the war is never over but the day is never done oh the devil in all his wisdom the father in all his grace the servants sons are washed in blood and the man has run his race sixwhite horses like the wind are running five are far behind the captain lost his daughter the sergeant lost his mind the soldiers they still scream for riches even though they swore that sons and daughters wouldnt live unless we won the war oh the devil in all his wisdom the father in all his grace the servants sons are washed in blood and the man has run his race,208
238800,lucretia-mac-evil,1970,blood-sweat-tears,Rock,little girl whats your game hard luck and trouble bound to be your claim to fame tailshakin heartbreakin truckin through town each and every countrymothers son hangin round drive a young man insane evil thats your name lucretia macevil thats the thing youre doin fine back seat delilah got your sixfoot jug owine woman i hear your mother was the talk of the sticks nothin that your daddy wouldnt do for kicks never done a thing worthwhile youre just an evil womanchild ooh lucy you just so damn bad devil got you lucy under lock and key aint about to set you free sign sealed and witnessed since the day you were born no use tryin to fake him out no use tryin to make him out soon hell be takin out his due whatcha gonna do,137
230722,hummingbird,1970,b-b-king,Rock,i dont know what love is but i think i must have it bad yeah you i dont know what love is people whoah but i think i must have it bad yeah you know some people say love is just a gamble but whatever it is its enough to drive old me mad they say love is just a proposition people its strictly a game of give and take yeah they tell me love love love is a proposition people they say its strictly a game of give and take whoah but my woman took all i gave her and im here to tell to you that love proposition stuff s a fake oh i dont claim to be no gambler people oh i dont know much about the dice yes i dont claim to be no gambler people i tell you i dont know much about the dice oh but i wait and my baby knows she knows im not the kind whos gonna crap out twice yes she left me early this mornin i dont know the reason why she just got up early this mornin didnt even say goodbye but i love you i love you you know i love you baby although you made me cry yes there are a lot of women who love me oh but how you satisfy,226
140130,i-m-a-rocker,1970,chuck-berry,Rock,you know sometimes im a rocker and sometimes im all a roller i may go down sometimes but i come back to rocknroller we were out on the floor when they played number one we were rockin and a rollin and really havin fun im a rocker yeah im a roller i may go down sometimes but i come back to rocknroller we were out the floor when they played number two you know she claims she dont but i know she do im a rocker yeah im a roller i may go down sometimes but i come back to rocknroller we were out on the floor when they played number three believe me i was digging her and she was digging me im a rocker yeah im a roller i may go down sometimes but i come back to rocknroller we were out on the floor when they played number four she done freak me out and i was ready to go im a rocker im a roller i may go down sometimes but i come back to rocknroller we were out on the floor when they played number five i was lit up like a green light on a oneway drive im a rocker im a roller i may go down sometimes but i come back to rocknroller we were out on the floor when they played number six i was stone getting firm like a cement mix im a rocker im a roller i may go down sometimes but i come back to rocknroller we were out on the floor when they played number seven we caught a taxicab and told him to take us to heaven im a rocker im a roller i may go down sometimes but i come back to rocknroller we were out on the floor when they played number eight she was right on time and i wasnt a second late im a rocker im a roller i may go down sometimes but i come back to rocknroller we were out on the floor when they played number ten we had a coke a cheeseburger went and did it again im a rocker im a roller i may go down sometimes but i come back to rocknroller we was all freaked out when the band went down and we all got together and went round and around im a rocker im a roller i may go down sometimes but i come back rockin rollin rockin rollin rockin rollin and really havin fun im a rocker im a roller i may go down sometimes but i come back to rocknroller,437
136184,born-to-be-burned,1970,grace-slick,Rock,walk in the street late it was late at night i was trying to keep i was trying to keep out of their sight i used to run between you think was me you left me standing and i was born to be burned wait wait for the man to come along i would like to see how i would like to see how he sells his song fads he purchased trading like the ones displayed in the window ooow i was born to be burned you wait you better wait for the man to come along i would like to see how i would like to see how he sells his song fads he purchased trading like the ones displayed in the other window i was born to be burned i was born to be burned,137
136185,didn-t-think-so,1970,grace-slick,Rock,never thought that it could be the one face that id love never thought that i could place that one above the other but his way of turning on seemed right to me and i think that hell make me free things that he chooses to put into his mind seem to have place his sadness behind him and if i have to follow it will change the way he is and with me his sovereignty can be lost by what i give and if he mentions leaving i can do no more to make him stay behind an open door the love that he loses he will find again another way and i wont be the one to tell him where he must play when i first met him he was glaring at me and i think it was black that he was wearing at the time but he spoke of changes and said come with me and i was glad to leave i have heard so many things i never thought id feel before and i wont be through with him until says like a raven,188
136186,nature-boy,1970,grace-slick,Rock,there was a boy a very strange enchanted boy they say he wandered very far very far over land and sea a little shy and sad of eye but very wise was he and then one day a magic day he came my way and while we spoke of many things fools and kings this he said to me the greatest thing youll ever learn is just to love and be loved in return there was a boy a very strange enchanted boy they say he wandered very far very far over land and sea a little shy and sad of eye but very wise was he and then one day a magic day he came my way and while we spoke of many things fools and kings this he said to me the greatest thing youll ever learn is just to love and be loved in return,148
136188,grimly-forming,1970,grace-slick,Rock,i looked out my window the cloud was grimly forming waiting for the rain i saw the one dark cloud forming the soldiers paid no heed i could hear their hollow laughter down the hill in pairs and threes the red cross girls came after gypsies drunk and roaring with their ribbon sabres flying in its tangled jungle mess a bat was softly crying the beggars came to find that there was nobody buying i looked out my window the cloud was grimly forming waiting for the rain i saw the dark cloud forming the soldiers paid no heed i could hear their hollow laughter and waiting for the rain i saw the gypsies marching after,116
238803,somethin-comin-on,1970,blood-sweat-tears,Rock,something coming on dont know what it is but its getting stronger feeling in my bones hope you let it last a little bit longer breaking out my head doing things i never even dreamed of rolling up my spine turning on the things thatd never been turned on suddenly she came in looked like shed been gaming doing things with everybody else when i called out loudly she answered kind o proudly she spent her life upon the shelf something coming on dont know what it is but its getting stronger ive got a feeling in my bones and i hope you let it last a little bit longer breaking out my head ive been doing things i never even dreamed of well rolling up my spine turning on my things thatd never been turned on talk about the woman horns  keyboard break,145
136190,often-as-i-may,1970,grace-slick,Rock,i love him as often as i may and i will give him before it goes away the grass and wine brought love that makes him laugh and gentle look at him he may be smiling the eyes are wide and black and acid clear not exactly knowing why he stays when he speaks of leaving he wont same time i want to love tomorrow he knows the one i love who tries never quite the same but its so near in the back in mind ill ask to borrow him look at the love that has him moving more and though stop anything that makes a loving bore and when he loses every soft word that i say hell go away repeat,123
136192,outlaw-blues,1970,grace-slick,Rock,aint it hard when you stumble and land in some muddy lagoon aint it hard when you stumble and land in some muddy lagoon now when its nine below zero and three oclock in the afternoon aint gonna hang your picture aint gonna hang it in your old picture frame aint gonna hang your picture aint gonna hang it in a picture frame well i might look like samuel golders but i feel like baby jane well i wish i was in some australian mountain range yeah i wish i was in some australian mountain range i got no reason to be there but i think it would be some kind of change i got my dark sunglasses and for good luck my black tooth i got my dark sunglasses and for good luck my black tooth dont ask me nothin about nothin i just might tell you the truth,150
230717,go-underground,1970,b-b-king,Rock,yes you thought you had a good thing baby you could do what you wanted to do yes but youd better find you another thing baby because this thing is cutting out on you im tired of you putting me down i think ill do like a mole and move underground i tried to do everything for you baby tried to give you everything even the stars above oh but you wanted someone to play with baby and i needed me someone to love i say im tired of you putting me down i think ill do like a mole and move underground yes i cant be a winner baby because i was born to lose i go to bed every night with troubles baby because i wake up thinking about you im tired of you putting me down baby i think im gonna do like a mole and move underground oh i paid the cost baby i even sing the blues ive done everything to please you and im tired of paying my dues and im tired of you putting me down thats why im gonna do like a mole and move underground,194
230719,until-i-m-dead-and-cold,1970,b-b-king,Rock,oh by loving you loving you my darling oh youve become much more than a lover to me yes you are my companion oh youre my friend and baby you know youre a part of me oh and thats why why im so lonely oh im so lonely these passing days because i miss you my darling not just one but in so many so many ways oh theres nothing left nothing left inside of me oh that loves you any less than before oh and if you want to know the truth baby if you really really want to know the truth baby you know i want you and need you even more oh whats done is done baby so ive been told oh but i cant stop loving you seems like i love you more and ill keep on loving you baby until until im dead and cold oh theres nothing left inside of me oh that loves you any less than before m and if you really if you really if you really want to know the truth baby i love you i love you i love you even more what is done what is done what is done is done oh but you know i just cant stop loving you i tell you the truth i love you more baby and ill keep on loving you until im dead until im dead and cold,238
136193,father-bruce,1970,grace-slick,Rock,hes a lonely preacher and he lives at the swiss hotel one night in the middle of a sermon oh out the window he fell oh oh lenny were so glad youre getting well well well you see the hardheaded people all dress up in a big black robe they say his word offend them you know theyre hiding their heads in the hole the words are killing dirty i use it in the last line but use a short word for loving and dad you wind up doing time you end up in jail father bruce is up and walking look out hes gonna start talking oh oh lenny were so glad youre getting well well well now wont you get your feet out catholic father bruce is back in town you know hes our kind of preacher aint none of us gonna put him down hes trying to say something to you listen while youre still around whos gonna carry all the workload when youre ten feet under ground father bruce is up and walking look out hes gonna start talking oh oh lenny were so glad youre getting well well well now you may say hes got a bad mouth but i heard you just the other night when youre car wouldnt start boy the words you said were out of sight well youre a loco charlie wouldnt say that word out in a crowd but lennys right up front baby speaking his mind right out loud father bruce is up and walking look out hes gonna start talking oh oh lenny were so glad youre getting well well well fuck,274
326508,little-drummer-boy,1970,charley-pride,Country,come they told me parum pum pum pum our newborn king to see parum pum pum pum our finest gifts we bring parum pum pum pum to lay before the king parum pum pum pum rum pum pum pum rum pum pum pum so to honor him parum pum pum pum when we come little baby parum pum pum pum i am a poor boy too parum pum pum pum i have no gift to bring parum pum pum pum thats fit to give our king pa rum pum pum pum rum pum pum pum rum pum pum pum shall i play for you parum pum pum pum on my drum mary nodded parum pum pum pum the ox and lamb kept time parum pum pum pum i played my drum for him parum pum pum pum i played my best for him pa rum pum pum pum rum pum pum pum rum pum pum pum then he smiled at me parum pum pum pum me and my drum,169
326507,christmas-in-my-home-town,1970,charley-pride,Country,theres a white christmas in my hometown where the streets are snowy shinin bright and the lights on all the christmas trees are burning for old santas sure to come this very night there are jingle bells and christmas carols singin by the children who are walking in the street folks are smiling and theyre sayin merry christmas for theres joy in their hearts as they meet oh the christmas chimes are ringing in the tower jingle bells can be heard all around time for all to go and wait for santas comin cause its merry christmas here in my hometown i can hear the reindeer in the distance all the sleigh bells are ringing loud and clear little eyes are closed in their slumber they are waiting for old santa to appear,133
326505,let-it-snow-let-it-snow-let-it-snow,1970,charley-pride,Country,oh the weather outside is frightful but the fire is so delightful and since weve no place to go let it snow let it snow let it snow it doesnt show signs of stopping and ive bought some corn for popping the lights are turned way down low let it snow let it snow let it snow when we finally kiss goodnight how ill hate going out in the storm but if youll really hold me tight all the way home ill be warm the fire is slowly dying and my dear were still goodbying but as long as you love me so let it snow let it snow let it snow,112
326501,o-holy-night,1970,charley-pride,Country,o holy night the stars are brightly shining it is the night of the dear saviors birth long lay the world in sin and error pining till he appeared and the spirit felt its worth a thrill of hope the weary world rejoices for yonder breaks a new and glorious morn fall on your knees oh hear the angel voices o night divine the night when christ was born o night o holy night o night divine o night o holy night o night divine led by the light of faith serenely beaming with glowing hearts by his cradle we stand oer the world a star is sweetly gleaming now come the wisemen from out of the orient land the king of kings lay thus lowly manger in all our trials born to be our friends he knows our need our weakness is no stranger behold your king before him lowly bend behold your king before him lowly bend truly he taught us to love one another his law is love and his gospel is peace chains he shall break for the slave is our brother and in his name all oppression shall cease sweet hymns of joy in grateful  raise we with all our hearts we praise his holy name christ is the lord then ever ever praise we his power and glory ever more proclaim his power and glory ever more proclaim,235
230720,ask-me-no-questions,1970,b-b-king,Rock,you go out when you get ready and you come home when you please you just love me when you want me baby and you think it outta be alright with me when i try to talk talk to you baby and let you know just how i feel you tell me if i dont like it you know someone else will oh but i done got wise to you baby youre not the only bird in the sky oh so dont ask me no questions now baby and i i wont tell you no lies because i like to feel arms around me and lips close close to mine so i dont have to beg you to love me i dont have to beg you all the time oh but i done got wise to you baby youre not the only bird in the sky so now dont you ask me no questions and you know i wont i wont tell you no lies yes you can love me if you want me or you keep on playing the field because i know if you dont love me i know theres somebody else that will,196
